rep,I1,I2,O
118,set2,1e-04,8.3e-05,1259.5810145066
119,set2,4e-04,8.3e-05,1475.78201014245
120,set2,0.0016,8.3e-05,1484.37844014691
121,set2,0,0.00033,0.29489441171593
122,set2,3.9e-07,0.00033,0.345548325101683
123,set2,1.6e-06,0.00033,0.692272486593356
124,set2,6.3e-06,0.00033,6.82724794234612
125,set2,2.5e-05,0.00033,359.75154242279
126,set2,1e-04,0.00033,4591.94754353322
127,set2,4e-04,0.00033,5380.13315397475
128,set2,0.0016,0.00033,5411.47242885069
129,set2,0,0.0013,0.375831080691953
130,set2,3.9e-07,0.0013,0.440387458340041
131,set2,1.6e-06,0.0013,0.882273472921265
132,set2,6.3e-06,0.0013,8.70105322577482
133,set2,2.5e-05,0.0013,458.488888218056
134,set2,1e-04,0.0013,5852.25266808142
135,set2,4e-04,0.0013,6856.76356414899
136,set2,0.0016,0.0013,6896.70421095946
137,set2,0,0.0053,0.388856700106306
138,set2,3.9e-07,0.0053,0.455650483996754
139,set2,1.6e-06,0.0053,0.912851461459342
140,set2,6.3e-06,0.0053,9.00261585229922
141,set2,2.5e-05,0.0053,474.379276401605
142,set2,1e-04,0.0053,6055.08106596355
143,set2,4e-04,0.0053,7094.40647658819
144,set2,0.0016,0.0053,7135.73139333066
145,set3,0,0,0.000269213127885484
146,set3,3.9e-07,0,0.000315451417851996
147,set3,1.6e-06,0,0.000631916502495043
148,set3,6.3e-06,0,0.00622160331511568
149,set3,2.5e-05,0,0.299099523101805
150,set3,1e-04,0,1.86123059852535
151,set3,4e-04,0,1.99070408048625
152,set3,0.0016,0,1.99538735667096
153,set3,0,3.3e-07,0.000288666318229935
154,set3,3.9e-07,3.3e-07,0.000338245761218907
155,set3,1.6e-06,3.3e-07,0.000677578436225351
156,set3,6.3e-06,3.3e-07,0.0066711728977257
157,set3,2.5e-05,3.3e-07,0.320712287681803
158,set3,1e-04,3.3e-07,1.99572208262352
159,set3,4e-04,3.3e-07,2.13455124611797
160,set3,0.0016,3.3e-07,2.13957293322554
161,set3,0,1.3e-06,0.000395797538153977
162,set3,3.9e-07,1.3e-06,0.000463777140341059
163,set3,1.6e-06,1.3e-06,0.000929044575095164
164,set3,6.3e-06,1.3e-06,0.00914701038108694
165,set3,2.5e-05,1.3e-06,0.43973656053311
166,set3,1e-04,1.3e-06,2.73638397436007
167,set3,4e-04,1.3e-06,2.92673607872753
168,set3,0.0016,1.3e-06,2.9336214382899
169,set3,0,5.2e-06,0.00130004692982503
170,set3,3.9e-07,5.2e-06,0.0015233345064134
171,set3,1.6e-06,5.2e-06,0.00305156407277399
172,set3,6.3e-06,5.2e-06,0.0300445091661576
173,set3,2.5e-05,5.2e-06,1.44437019017155
174,set3,1e-04,5.2e-06,8.98799826113442
175,set3,4e-04,5.2e-06,9.61323375406562
176,set3,0.0016,5.2e-06,9.63584958589103
177,set3,0,2.1e-05,0.0125827161513511
178,set3,3.9e-07,2.1e-05,0.0147438413629714
179,set3,1.6e-06,2.1e-05,0.0295350603616623
180,set3,6.3e-06,2.1e-05,0.290790679991303
181,set3,2.5e-05,2.1e-05,13.979572355013
182,set3,1e-04,2.1e-05,86.9918064449507
183,set3,4e-04,2.1e-05,93.043250092729
184,set3,0.0016,2.1e-05,93.2621411080126
185,set3,0,8.3e-05,0.147013104473277
186,set3,3.9e-07,8.3e-05,0.172263115893241
187,set3,1.6e-06,8.3e-05,0.345079779464577
188,set3,6.3e-06,8.3e-05,3.39752086141007
189,set3,2.5e-05,8.3e-05,163.333600344993
190,set3,1e-04,8.3e-05,1016.38909877478
191,set3,4e-04,8.3e-05,1087.09255473007
192,set3,0.0016,8.3e-05,1089.65001905742
193,set3,0,0.00033,0.641984185683209
194,set3,3.9e-07,0.00033,0.75224719984113
195,set3,1.6e-06,0.00033,1.50691165939956
196,set3,6.3e-06,0.00033,14.8364642143213
197,set3,2.5e-05,0.00033,713.253344236716
198,set3,1e-04,0.00033,4438.41880798338
199,set3,4e-04,0.00033,4747.17019963022
200,set3,0.0016,0.00033,4758.33826290923
201,set3,0,0.0013,0.884351976421333
202,set3,3.9e-07,0.0013,1.03624250062943
203,set3,1.6e-06,0.0013,2.07581484715879
204,set3,6.3e-06,0.0013,20.4376630198083
205,set3,2.5e-05,0.0013,982.527325020621
206,set3,1e-04,0.0013,6114.05161148719
207,set3,4e-04,0.0013,6539.36567609322
208,set3,0.0016,0.0013,6554.75000962332
209,set3,0,0.0053,0.927068140389532
210,set3,3.9e-07,0.0053,1.08629531415604
211,set3,1.6e-06,0.0053,2.17608131316216
212,set3,6.3e-06,0.0053,21.4248475209542
213,set3,2.5e-05,0.0053,1029.98557630271
214,set3,1e-04,0.0053,6409.37387921501
215,set3,4e-04,0.0053,6855.23155745688
216,set3,0.0016,0.0053,6871.35898845397
